name,latitude,longitude,historic,tourism,amenity
Pomnik poległych za Ojczyznę,50.06992,20.9855231,monument,Unknown,Unknown
expozice výroby vína,50.1169938,14.4143838,Unknown,attraction,Unknown
viniční lis,50.117523,14.4123521,Unknown,attraction,Unknown
im. Tadeusza Kościuszki,51.5454834,23.5551224,monument,Unknown,Unknown
Pomnik ku czci poległych w okresie II wojny światowej,51.7877697,23.2096546,monument,Unknown,Unknown
Bojownikom ruchu oporu,52.1966414,23.2082766,monument,Unknown,Unknown
Pomnik Józefa Ignacego Kraszewskiego,52.0322057,23.1169315,monument,Unknown,Unknown
Pomnik Michała Archanioła,52.0325497,23.116865,monument,Unknown,Unknown
Pomnik Pamięci Sybiraków,52.0354506,23.1263813,monument,Unknown,Unknown
Pomnik 2 Warszawskiej Brygady Saperów,51.5487812,23.5492231,monument,Unknown,Unknown
Lesní divadlo,50.7793702,14.6471469,Unknown,attraction,Unknown
Богдан Хмельницький,49.9071318,23.947482,monument,Unknown,Unknown
Samolot An-24,50.9125877,18.3757096,aircraft,attraction,Unknown
Jan Paweł II,53.8454551,19.6051727,monument,Unknown,Unknown
Тарасові Шевченку,49.5332295,22.8502692,monument,Unknown,Unknown
Степану Бандері,49.4343621,22.9972076,monument,Unknown,Unknown
Dub Miloslava Bureše,50.0259434,14.4872189,Unknown,attraction,Unknown
Tiesňava Parkaň,49.0779982,20.9635035,Unknown,attraction,Unknown
Věž architektů,49.1949177,16.5858347,Unknown,attraction,Unknown
Pomnik Chwały Żołnierzy Armii Łódź,51.7804854,19.4681831,monument,Unknown,Unknown
Willa Ryszarda Köeniga,51.7286525,19.4491973,Unknown,attraction,Unknown
Kotěrova vodárenská věž,49.0121504,14.7867776,Unknown,attraction,Unknown
Jáma Stelčoves,50.1762173,14.1722375,Unknown,attraction,Unknown
Jáma Ronna,50.1762921,14.111968,Unknown,attraction,Unknown
Jáma Theodor,50.1842427,14.1355189,Unknown,attraction,Unknown
Jáma Thinnfeld,50.1577267,14.113662,Unknown,attraction,Unknown
Jáma Prago I,50.1641205,14.1291575,Unknown,attraction,Unknown
Jáma Tragy,50.1640431,14.1276596,Unknown,attraction,Unknown
Jáma Václav,50.1505448,14.1203696,Unknown,attraction,Unknown
Jáma Průhon,50.1516863,14.0987308,Unknown,attraction,Unknown
Jáma Herget,50.1404986,14.1071651,Unknown,attraction,Unknown
T-34,51.8334919,21.3073357,tank,attraction,Unknown
Statua Orła Białego,51.7853083,19.4709878,monument,Unknown,Unknown
"Obelisk ""PAX VOBIS""",49.804858,22.7708758,monument,Unknown,Unknown
Pomnik Czynu Legionów,51.4029743,21.1426284,monument,Unknown,Unknown
svatý Václav,50.0863116,14.4143906,memorial,attraction,Unknown
Figura św. Nepomucena,50.989581,15.9467177,monument,Unknown,Unknown
Czarci Jar,54.1703696,19.4773873,Unknown,attraction,Unknown
Narciarska polana,54.1752153,19.4878112,Unknown,attraction,Unknown
Pomnik Jana Pawła II,49.4653664,19.9850188,monument,Unknown,Unknown
Kamienny Krzyż,50.4886889,23.0073239,monument,Unknown,Unknown
Deutsche Emailwarenfabrik Oskar Schindler,49.6230149,16.5240138,Unknown,attraction,Unknown
Pomnik św. Jana Ewangelisty,51.2944821,18.1536603,monument,Unknown,Unknown
Pomnik św. Floriana,51.2951604,18.1510305,monument,Unknown,Unknown
Pomnik Powstańców Wlkp.,51.2987498,18.1359171,monument,Unknown,Unknown
Dwór w Puczycach,52.25942,22.80025,manor,attraction,Unknown
Pałac Juliusza Kindermanna,51.7613274,19.4578123,Unknown,attraction,Unknown
Jáma Zippe,50.1411873,14.0842865,Unknown,attraction,Unknown
Jáma Kateřina Josefa,50.1475412,14.121214,Unknown,attraction,Unknown
Jáma František,50.1498098,14.1096807,Unknown,attraction,Unknown
Pomnik Polsko - Radzieckiej Grupy Desantowej,51.4287176,18.2276699,monument,Unknown,Unknown
Nałęczowski Zwierzyniec - Małe Zoo,51.2952018,22.1963673,Unknown,attraction,Unknown
Pomnik ku czci ofiar pomordowanych przez Niemców w obozie przejściowym w 1939 r.,50.2288654,18.5962958,monument,Unknown,Unknown
Młyn Wodny,53.67202,21.43315,Unknown,attraction,Unknown
Sławęta,52.3842597,17.4455498,Unknown,attraction,Unknown
Wyssogota,52.3846394,17.4457376,Unknown,attraction,Unknown
Lúčanský vodopád,49.1297926,19.4033322,Unknown,attraction,Unknown
Jánošíkova päsť,49.0864034,19.3351065,Unknown,attraction,Unknown
jáma Max,50.159863,14.0570427,Unknown,attraction,Unknown
Jáma Bresson,50.1454567,14.0813616,Unknown,attraction,Unknown
Jáma Engerth,50.1521429,14.0889942,Unknown,attraction,Unknown
Jáma Barré,50.1622376,14.0936171,Unknown,attraction,Unknown
Jáma Kübeck,50.1605078,14.111453,Unknown,attraction,Unknown
Jáma Amálie,50.1417037,14.0954662,Unknown,attraction,Unknown
jáma Jan Ⅰ,50.1711132,14.0589381,Unknown,attraction,Unknown
jáma Jan Ⅱ,50.1714069,14.0596222,Unknown,attraction,Unknown
Jáma Layer,50.1854269,14.1719532,Unknown,attraction,Unknown
Jáma Michal,50.1851556,14.1725526,Unknown,attraction,Unknown
Jáma Layer,50.1550887,14.1158359,Unknown,attraction,Unknown
Jáma Marie Anna,50.1543086,14.1351727,Unknown,attraction,Unknown
Jáma Antonín IV,50.1668401,14.1556037,Unknown,attraction,Unknown
jáma Schoeller,50.1626778,14.0299353,Unknown,attraction,Unknown
jáma Wanieck,50.1354107,14.0319286,Unknown,attraction,Unknown
Jáma Nejedlý III,50.1624106,14.0287053,Unknown,attraction,Unknown
Jáma Josef,50.1693363,14.1500337,Unknown,attraction,Unknown
Jáma Ludmila,50.1711444,14.1488396,Unknown,attraction,Unknown
Štola Dvořákova,50.1689899,14.164984,Unknown,attraction,Unknown
Štola Bohumír,50.1669023,14.1591029,Unknown,attraction,Unknown
Štola Josef,50.1658905,14.155793,Unknown,attraction,Unknown
Štola Václav,50.1676372,14.1612482,Unknown,attraction,Unknown
Jáma Větrní Bohumír I,50.1695111,14.1581102,Unknown,attraction,Unknown
Jáma Bedel,50.169036,14.1576504,Unknown,attraction,Unknown
Jáma Buštěhradská dědičná,50.1624147,14.1421351,Unknown,attraction,Unknown
Jáma Naděje,50.1646307,14.141931,Unknown,attraction,Unknown
Przędzalnia Salomona Barcińskiego,51.7536752,19.4695209,Unknown,attraction,Unknown
15. poledník,49.1443355,15.0014599,Unknown,attraction,Unknown
Pomnik Lotników Polskich,51.3143178,22.563876,monument,Unknown,Unknown
Dwór Marii Kownackiej,52.3224384,19.6584634,manor,attraction,Unknown
Pomnik św. Barbary,50.2212339,18.6714698,monument,Unknown,Unknown
Żródło Cyryla,50.6259588,17.04051,Unknown,attraction,Unknown
Сапёрны прыстанак,52.0824229,23.6508098,Unknown,attraction,Unknown
Zegar słoneczny,52.3750003,20.9143718,Unknown,attraction,Unknown
ІСУ-152,52.0836283,23.6611449,Unknown,attraction,Unknown
Т-44,52.0837025,23.6610581,Unknown,attraction,Unknown
СУ-100,52.0837373,23.6610293,Unknown,attraction,Unknown
Banský vlak,49.0391469,19.4990892,Unknown,attraction,Unknown
Traktor GOLEM,49.037186,19.4967596,Unknown,attraction,Unknown
Helikoptéra,49.0510981,19.478097,Unknown,attraction,Unknown
Гармата XIX ст.,52.0904857,23.6582808,Unknown,attraction,Unknown
Ol49-82,52.8767751,16.015999,locomotive,attraction,Unknown
Pomnik ofiar hitleryzmu i stalinizmu,50.4830449,19.4295877,monument,Unknown,Unknown
Pomnik Bohaterów Ziemi Gorlickie,49.6631592,21.1580873,monument,Unknown,Unknown
Kopułka Strzelecka,54.5949858,18.8134465,building,attraction,Unknown
Mamut,52.8907347,20.2861294,monument,Unknown,Unknown
Brama do Nieba,53.1586604,18.1394808,monument,Unknown,Unknown
"Wiertnica ""Op1200""",49.6163695,21.7091355,Unknown,attraction,Unknown
"Wiertnica ""Trauzl""",49.616213,21.7096087,Unknown,attraction,Unknown
Wiertnica polsko-kanadyjska,49.619183,21.7036902,Unknown,attraction,Unknown
"Wiertnica typu ""Bitków""",49.6169988,21.7071132,Unknown,attraction,Unknown
Armata,51.2706588,15.9296165,monument,Unknown,Unknown
Руіны Брыгіцкай брамы,52.0839564,23.6500403,Unknown,attraction,Unknown
Руіны кальцавой казармы,52.0850477,23.6513782,Unknown,attraction,Unknown
"Skała ""Krzywy Sąd""",50.0892974,19.7506141,Unknown,attraction,Unknown
Stary wagon kolejowy,50.2023586,19.2690896,Unknown,attraction,Unknown
Miejsce wydobycia bursztynu,54.2941257,18.521006,Unknown,attraction,Unknown
Міліцэйскі Масквіч-407,52.094964,23.6815369,Unknown,attraction,Unknown
Zborov,49.3532453,21.2985427,castle,attraction,Unknown
Studnia Miejska,51.262269,15.5676491,Unknown,attraction,Unknown
Руіны інжынернага ўпраўлення,52.0823486,23.6563819,Unknown,attraction,Unknown
Wieżyczka czołgu,53.1369106,17.9670803,Unknown,attraction,Unknown
Pomnik Powstańców Wielkopolskich,52.0032729,16.1724495,monument,Unknown,Unknown
Батарэя 1888 г.,52.0847924,23.6725886,Unknown,attraction,Unknown
Figura Matki Bożej Różańcowej,50.0105608,22.0231854,monument,Unknown,Unknown
Figura Najśw. Serca Pana Jezusa,50.0199775,22.0232007,monument,Unknown,Unknown
Былая казарма крэпасці,52.0896151,23.6864214,Unknown,attraction,Unknown
willa Grażyna (1914-1915),51.2186426,22.6875097,Unknown,attraction,Unknown
willa Bożenna (ok. 1910),51.2212051,22.6877962,Unknown,attraction,Unknown
Pomnik Tadeusza Kościuszki,51.3765689,20.289101,monument,Unknown,Unknown
Kaplica Św. Rozalii,51.3768638,20.2871756,monument,Unknown,Unknown
Figura Św. Ducha,51.377531,20.2876234,monument,Unknown,Unknown
Park Linowy,50.779441,16.0308999,Unknown,attraction,Unknown
"Podziemna Trasa Turystyczna ""Projekt Arado""",50.7795548,16.029663,Unknown,attraction,Unknown
Figura,50.4052775,16.2902178,wayside_shrine,attraction,Unknown
Pomnik Franciszka Ratajczaka,52.0671193,16.3971045,monument,Unknown,Unknown
Prehistoryczny kurhan,50.2367602,20.2651611,archaeological_site,attraction,Unknown
Samolot AN-2,50.0718032,19.2594872,Unknown,attraction,Unknown
Pomnik Żołnierza Polskiego,50.783796,17.0629068,monument,Unknown,Unknown
Figura św. Jana Nepomucena,49.7501509,21.4600235,monument,Unknown,Unknown
Pieta,50.5673586,15.2240536,monument,Unknown,Unknown
Słowianin,51.0566917,17.3819037,Unknown,attraction,Unknown
Pomnik poległych mieszkańców Sławkowa w latach 1939-1945,50.2984974,19.3884351,monument,Unknown,Unknown
"Pomnik upamiętniający 18 kwietnia 1930 roku, tzw. ""Krwawy piątek""",50.4850045,19.4234435,monument,Unknown,Unknown
Zámecký poklad,50.9320159,14.4380165,Unknown,attraction,Unknown
Saturn - Model slunecni soustavy,49.9497324,17.8685132,Unknown,attraction,Unknown
Pomnik Bohaterów Armii Radzieckiej,53.2580015,14.4966408,monument,Unknown,Unknown
Bogudar,51.9005298,17.6351073,Unknown,attraction,Unknown
Odkrywka Rudy żelaza,52.073027,17.8047458,Unknown,attraction,Unknown
Termálne pramene Stankovany,49.1536112,19.1515926,Unknown,attraction,Unknown
I/40/A-140,49.90001,18.0779,yes,attraction,Unknown
Pomnik Robotnicy,50.1344591,18.9692853,monument,Unknown,Unknown
Gubener Hafen,51.962156,14.7093319,Unknown,attraction,Unknown
Waloński Kamień,50.8072345,15.6654912,Unknown,attraction,Unknown
Pomnik Ks.Józefa Pawłowskiego,50.1919858,20.2883083,monument,Unknown,Unknown
Tańcząca Para,49.9500025,18.5669812,Unknown,attraction,Unknown
Marszałek Józef Piłsudski,52.1293196,23.0291454,monument,Unknown,Unknown
Tadeusz Kościuszko - popiersie,52.1078838,23.068384,monument,Unknown,Unknown
Wiatrak w Ręboszewie,54.2936575,18.1236808,Unknown,attraction,Unknown
Obelisk Jana Pawła II,50.0502941,19.3795055,monument,Unknown,Unknown
Figura św. Jana Nepomucena,49.9436427,21.6179575,memorial,attraction,Unknown
Pomnik Bojowników o Wyzwolenie Narodowe i Społeczne,50.8595059,20.6170683,monument,Unknown,Unknown
Bába,50.584415,15.8356831,Unknown,attraction,Unknown
Velká Pekelská jeskyně,50.5865734,15.8494379,Unknown,attraction,Unknown
Rohanův pramen,50.7150131,15.0894449,Unknown,attraction,Unknown
Bunkier Typu Kochbunker,50.152392,19.243757,Unknown,attraction,Unknown
Bunkier Typu Kochbunker,50.1535984,19.2447243,Unknown,attraction,Unknown
Pomnik z okazji 700 lecia Jelenia,50.1627823,19.2425864,monument,Unknown,Unknown
Pomink Ofiar II Wojny Światowej,50.162341,19.2433305,monument,Unknown,Unknown
Jak-23,50.0433841,19.8198371,monument,Unknown,Unknown
przepust pod Berlinką,53.597815,16.0746032,Unknown,attraction,Unknown
Osiedle Kolejowe w Koluszkach,51.7458146,19.8219691,Unknown,attraction,Unknown
Ківак,49.2075436,23.3624903,Unknown,attraction,Unknown
Героям УПА,49.2152488,23.3097257,monument,Unknown,Unknown
Býčí schodiště,50.0903792,14.4011009,Unknown,attraction,Unknown
Slavín,50.0646329,14.4187925,monument,Unknown,Unknown
Raketové díry,50.6092921,14.7869144,Unknown,attraction,Unknown
Loretánská zvonohra,50.0892509,14.3915129,Unknown,attraction,Unknown
Konstytucji 3 Maja,50.5217476,20.5245829,monument,Unknown,Unknown
Štefánikova mohyla,49.9347936,14.7196035,monument,Unknown,Unknown
Zabytowy Dom,52.4155586,22.156741,monument,Unknown,Unknown
ks. Jerzego Popiełuszki,49.8557667,21.9026238,monument,Unknown,Unknown
Św. Floriana,49.8555568,21.9022926,monument,Unknown,Unknown
Gród Warowny Ziemi Pirsna,54.2308981,18.0278096,monument,attraction,Unknown
im. Jana Pawła II,49.842305,21.925545,monument,Unknown,Unknown
"FORT ""K"" Kobylany",52.0538515,23.5663892,Unknown,attraction,Unknown
Nagrobek rodziny Riess,53.416333,14.5092256,monument,Unknown,Unknown
Mig-21,52.2104357,21.0135617,aircraft,attraction,Unknown
Samolot An-2,50.2876457,21.4053556,monument,attraction,Unknown
Parná lokomotíva-Korytnička,49.0825865,19.3088796,locomotive,attraction,Unknown
Pomnik Żołnierzy Armii Krajowej w Mielcu,50.289918,21.4232354,monument,Unknown,Unknown
bývalý vodojem,51.0320147,14.4994044,Unknown,attraction,Unknown
Kapliczka Trzech Braci,50.4425116,18.1537318,wayside_shrine,attraction,Unknown
Javorová brána,51.0277535,14.4505997,Unknown,attraction,Unknown
Geologická expozice Čížkova skála,49.9376012,15.2651962,Unknown,attraction,Unknown
Gród Rycerski,51.0849321,18.1612958,Unknown,attraction,Unknown
Lesní hřbitov,50.7756375,14.7920235,Unknown,attraction,place_of_worship
Pomnik Tadeusza Kościuszki,50.9203697,22.2161722,monument,Unknown,Unknown
Odrarium,51.1041671,17.0727665,Unknown,attraction,Unknown
Статуя Матері Божої,49.2609479,23.7401202,monument,Unknown,Unknown
Figura św. Jana Nepomucena,50.291469,16.8741136,monument,Unknown,Unknown
Pomnik Lotników Polskich,51.5595936,21.8632039,monument,Unknown,Unknown
Padlým v 1. světové válce,49.779974,14.6871599,monument,Unknown,Unknown
Pomnik św. Jana Kantego,49.8833474,19.2212456,monument,Unknown,Unknown
Zabytkowy Dzwon Kościelny w Wartkowicach,51.975328,19.0024978,Unknown,attraction,Unknown
Krytý dub,50.1682953,15.9535517,Unknown,attraction,Unknown
Park ruchomych smoków,49.8718928,19.4088867,Unknown,attraction,Unknown
Ruiny Pałacyku z XIX w.,50.0689414,17.9541651,ruins,attraction,Unknown
Studnia,50.706045,22.4107807,Unknown,attraction,Unknown
Cisy Raciborskiego,49.7942405,19.7723256,Unknown,attraction,Unknown
Puerta Monumental,50.3649295,15.644948,monument,Unknown,Unknown
Jan Žižka,50.3647677,15.6440266,monument,Unknown,Unknown
Legionáři,50.3772798,15.6387469,monument,Unknown,Unknown
Veršomat,50.082317,14.4077913,Unknown,attraction,Unknown
Fryderyk Chopin,52.3532666,18.7293255,monument,Unknown,Unknown
Druskininkų lynų kelias,54.0235877,23.9727023,Unknown,attraction,Unknown
Dixloch,50.8637117,14.3085462,Unknown,attraction,Unknown
Zabytkowy wóz strażacki,50.0282878,17.8722938,monument,Unknown,Unknown
Kleboniškio miško pėsčiųjų-dviračių takas,54.9355,23.9597,Unknown,attraction,Unknown
Kulautuvos pėsčiųjų-sveikatingumo takas I,54.9432855,23.6454739,Unknown,attraction,Unknown
Tablica pamiątkowa,51.9995701,17.7858255,Unknown,attraction,Unknown
Px48-3908,53.6909824,16.7021763,locomotive,attraction,Unknown
Lietuvos prezidento dr. Kazio Griniaus memorialas,54.6808691,23.4927789,memorial,attraction,Unknown
Pomnik św. Andrzeja Apostoła,49.4228859,20.032025,monument,Unknown,Unknown
Zabytkowy wóz strażacki,50.022607,17.8200589,monument,Unknown,Unknown
Martwica karniowicka na Wyżynce Karniowickiej,50.1579179,19.5290268,Unknown,attraction,Unknown
Martwica karniowicka w Jarach Dulowskich,50.1546454,19.5392154,Unknown,attraction,Unknown
Buktos gamtinis - pažintinis takas,54.4395,23.4186,Unknown,attraction,Unknown
Takas „Šaltinėlis“,54.3993045,22.7688829,Unknown,attraction,Unknown
Šilelio pažintinis takas,54.4077023,22.7637343,Unknown,attraction,Unknown
Pomnik rybaka i rybaczki,54.1771346,15.5581791,monument,Unknown,Unknown
Podmorskie kanały,50.4605924,16.3559161,Unknown,attraction,Unknown
Memoriał Smoleński,50.0523874,21.412232,monument,Unknown,Unknown
Czech,52.236896,16.9255841,yes,attraction,Unknown
Edward,52.2359135,16.9231899,yes,attraction,Unknown
Lech,52.2368416,16.9258297,yes,attraction,Unknown
Rus,52.2369464,16.9253123,yes,attraction,Unknown
Papalazdijų piliakalnis,54.2092778,23.5062222,archaeological_site,attraction,Unknown
Zabytkowa lokomotywa Ol49-29,53.9246502,22.1706365,locomotive,attraction,Unknown
Большая,54.8606107,19.9935312,Unknown,attraction,Unknown
Siklawa,49.2141556,20.0439611,Unknown,attraction,Unknown
W 150 rocznicę Powstania Styczniowego Społeczeństwo Naklika,50.3656608,22.4929211,monument,Unknown,Unknown
Grota Hermana,50.6818459,16.2324093,Unknown,attraction,Unknown
Pomnik poświęcony więźniom obozu,50.1007699,21.5201383,monument,Unknown,Unknown
Antonín Knot,49.6286952,15.4378631,monument,Unknown,Unknown
Pomnik Chwały Grunwaldzkiej,50.038033,22.1693468,monument,Unknown,Unknown
"Kopiec ""Grunwald""",50.0109877,19.4697346,monument,viewpoint,Unknown
Ruiny starego młyna,51.1992198,15.0683349,Unknown,attraction,Unknown
Jarcovská kula,49.4405625,17.9619259,Unknown,attraction,Unknown
Parowóz Ol49-8,50.066814,22.5025028,locomotive,attraction,Unknown
Klebiškio piliakalnis,54.6705556,23.8353333,archaeological_site,attraction,Unknown
Pomnik Weteranów Powstań Śląskich,50.1297278,19.1079873,monument,Unknown,Unknown
Mačiūnų piliakalnis,54.6517222,23.9480833,archaeological_site,attraction,Unknown
Degsnės maumedynas,54.5684,23.8738,Unknown,attraction,Unknown
Velniabliūdžio pažintinis gamtos takas,54.6287,23.9687,Unknown,attraction,Unknown
Naravų piliakalnis,54.5906667,23.9870278,archaeological_site,attraction,Unknown
Naujasodžio piliakalnis,54.6612222,23.7579167,archaeological_site,attraction,Unknown
Pačiudiškių piliakalnis,54.6833889,23.9016389,archaeological_site,attraction,Unknown
Pašlavančio piliakalnis,54.6238056,23.7457222,archaeological_site,attraction,Unknown
Sabalėnų piliakalnis,54.7267778,23.9995556,archaeological_site,attraction,Unknown
Pomnik myśliwego,51.3213887,17.4351279,monument,Unknown,Unknown
Głaz Mszczonowski,51.9141671,20.4543561,archaeological_site,attraction,Unknown
Sousoší Nejsvětější Trojice,50.5164375,16.0136954,monument,Unknown,Unknown
Kamenica,49.1958914,20.9700596,castle,attraction,Unknown
Kavárnička v přírodě,50.8136409,14.3536372,Unknown,attraction,Unknown
SU-22M4,52.4015039,16.9505305,aircraft,attraction,Unknown
Parowóz Ol49-72,50.0015676,20.9795375,locomotive,attraction,Unknown
Pomnik pamięci Żydów pomordowanych przez hitlerowców podczas II wojny światowej,50.9150993,22.221838,monument,Unknown,Unknown
Pomnik Jana Pawła II,50.354492,19.1399215,monument,Unknown,Unknown
Kurhan książęcy I,51.1320435,18.7153766,archaeological_site,attraction,Unknown
UNO Park Kaunas,54.9127999,23.8211693,Unknown,attraction,Unknown
Lustrzany Labirynt,50.0596033,19.9380154,Unknown,attraction,Unknown
An-2,51.1016003,17.1208521,aircraft,attraction,Unknown
Su-22M4,51.1014118,17.1211325,aircraft,attraction,Unknown
Wóz strażacki,50.2011559,18.3103636,monument,Unknown,Unknown
Pomnik Martyrologii,52.7892373,18.2628139,monument,Unknown,Unknown
Wóz strażacki,50.1939107,18.2920074,monument,Unknown,Unknown
Światowid,51.8528365,17.9369763,monument,Unknown,Unknown
Wystawa terenowa,51.8587444,17.9305377,Unknown,attraction,Unknown
Wystawa terenowa,51.8580686,17.9310097,Unknown,attraction,Unknown
"Łódź ""Katarzynka""",53.0079267,18.605847,Unknown,attraction,Unknown
Schron bojowy na 1 CKM,50.7687157,19.0845296,yes,attraction,Unknown
Schron bojowy na 1 CKM,50.7755914,19.0767826,yes,attraction,Unknown
Schron bojowy na 1 CKM,50.829072,19.0472683,yes,attraction,Unknown
"Schron obserwacyjny pozycji obronnej ""Częstochowa""",50.8327639,19.1035932,yes,attraction,Unknown
Żołnierzom 6 Pułku,50.7859686,19.0998079,monument,Unknown,Unknown
Pomnik Bohaterów Monte Cassino,51.2401261,22.5089242,monument,Unknown,Unknown
Pomnik Solidarności,50.3424167,19.266782,monument,Unknown,Unknown
Vabzdžių viešbutis,54.8712478,23.9073777,Unknown,attraction,Unknown
Pomnik - ???,50.8815084,19.8861744,monument,Unknown,Unknown
Gladiator,50.1360073,19.6329208,monument,Unknown,Unknown
Bohaterom Z.S.R.R.,53.8491764,17.7011286,monument,Unknown,Unknown
Rondo Róży Wiatrów,53.7335022,17.5107814,monument,Unknown,Unknown
Wzgórze Uniwersyteckie,50.669397,17.9259837,Unknown,attraction,Unknown
Камень лжи,54.9462335,20.2089888,Unknown,attraction,Unknown
Kolumna Trójcy Świętej,50.2968253,16.6517523,memorial,attraction,Unknown
Groty,51.4107268,21.9612404,Unknown,attraction,Unknown
Marszałek Józef Piłsudski,51.8657942,20.8685411,monument,Unknown,Unknown
ks. Piotr Skarga,51.8682101,20.8647923,monument,Unknown,Unknown
Słup powodziowy,52.1663675,21.0917947,memorial,attraction,Unknown
N.13,53.7272379,16.6789034,yes,attraction,Unknown
Święty Florian,50.0015535,21.9978302,monument,Unknown,Unknown
Květinové hodiny,50.1451746,15.1203533,Unknown,attraction,clock
Figura Maryi Matki Boskiej,50.6258611,19.8196217,monument,Unknown,Unknown
Brama wjazdowa z Borek (XIX w.),53.5906061,20.2888091,Unknown,attraction,Unknown
Żołnierzom radzieckim,50.6896,21.7231719,monument,Unknown,Unknown
Popiersie Stanisława Małachowskiego,49.6270577,20.6907545,monument,Unknown,Unknown
Тарасові Шевченку,49.4289102,23.7516502,monument,Unknown,Unknown
Klepų piliakalnis,54.8757778,22.9358889,archaeological_site,attraction,Unknown
Тарасові Шевченку,49.2168044,23.3122049,monument,Unknown,Unknown
Turčinų piliakalnis,54.8577778,22.8619167,archaeological_site,attraction,Unknown
Пам'ятний знак з нагоди тисячоліття хрещення Русі,49.4268107,23.7049188,monument,Unknown,Unknown
Viltrakių piliakalnis,54.7443333,23.1231944,archaeological_site,attraction,Unknown
"Joachim Halubczok, wybitny kolarz polski",50.6947761,18.0951938,monument,Unknown,Unknown
Statua Jana Pawła II,50.8097259,19.1528198,monument,Unknown,Unknown
Mniška,49.8227497,15.7935384,monument,Unknown,Unknown
Pomnik mjr.Henryka Sucharskiego,49.626658,20.7186849,monument,Unknown,Unknown
Kreslo obyčajného Slováka,49.0639281,22.1712481,Unknown,attraction,Unknown
Spreebrücke,51.7325179,14.3546548,Unknown,attraction,Unknown
Spreebrücke,51.731773,14.3556527,Unknown,attraction,Unknown
Jaskinia na Kamieniu,50.8291335,19.1465834,Unknown,attraction,Unknown
Rejs statkami Białej Floty,49.3918897,22.4570874,Unknown,attraction,Unknown
Podstawa radaru z okresu II Wojny Światowej,54.4515474,19.6379623,ruins,attraction,Unknown
Brama miejska,50.3015025,19.3837001,monument,Unknown,Unknown
Pomnik przyrody,53.6155833,20.4882867,monument,Unknown,Unknown
Dětský ranč,49.8939663,18.1782528,Unknown,attraction,Unknown
Amiot AAC.1 Toucan,50.0770977,19.9921775,aircraft,attraction,Unknown
Могила УПА,49.0440238,23.5061039,monument,Unknown,Unknown
Трембітарі,49.0531238,23.5322747,monument,Unknown,Unknown
čedičové homole,50.7702398,14.3827032,Unknown,attraction,Unknown
Punkt antygrawitacyjny,50.9130032,15.3103069,Unknown,attraction,Unknown
vyhlídka Triangl,50.7642352,14.3755601,Unknown,attraction,Unknown
val,50.7636782,14.3723679,Unknown,attraction,Unknown
Ruiny folwarku Owczarnia,50.1741984,19.5089545,Unknown,attraction,Unknown
Pomnik Pamięci pomordowanych i poległych w walce z okupantem w latach 1939 - 1945,51.4877172,22.3563318,monument,Unknown,Unknown
Stado Ogierów Sieraków,52.652405,16.0902287,Unknown,attraction,Unknown
Pomnik Żołnierzy Armii Czerwonej,50.8286984,19.1329223,monument,Unknown,Unknown
Ściana wspinaczkowa,50.163248,19.4614556,Unknown,attraction,Unknown
Lej krasowy- piaski trzeciorzędowe,50.1659401,19.4625944,Unknown,attraction,Unknown
"Konkrecja kwarcytowa ""Wielbłąd""",50.1657552,19.4635335,Unknown,attraction,Unknown
Zlepieniec myślachowicki,50.1704351,19.4792901,Unknown,attraction,Unknown
Zapadliska nad wyeksplatowanym pokładem,50.1943455,19.4459033,Unknown,attraction,Unknown
Dawna kopalnia rud cynku i ołowiu,50.2144244,19.4716149,quarry,attraction,Unknown
"Dawna kopalnia piasku KWK ""Siersza""",50.2208375,19.4447282,quarry,attraction,Unknown
Pomnik św. Jana Nepomucena,49.746993,21.4752911,monument,Unknown,Unknown
"Zlepieniec myślachowicki na ""Czerwonej Skale""",50.1640832,19.5225481,Unknown,attraction,Unknown
Kontakt piaskowców karbonu ze zlepieńcami permu,50.1635554,19.522877,Unknown,attraction,Unknown
Samolot,50.1558475,18.6830135,monument,Unknown,Unknown
Tatrabob,49.1676374,20.2822879,Unknown,attraction,Unknown
Pomnik Jana Pawła II,49.9106873,19.0076026,monument,Unknown,Unknown
klášter Augustiniánů,49.0053637,14.7689863,monastery,attraction,Unknown
Malá Cikánská jeskyně,50.7347213,14.5759856,Unknown,attraction,Unknown
утёс Лорелей,54.6352355,20.3581527,yes,attraction,Unknown
Доменна піч (руїни),49.1466617,23.2818702,ruins,attraction,Unknown
Ławeczka Tygodnika Podhalańskiego,49.2926643,19.9568166,memorial,attraction,bench
Шлюз «Нямнова»,53.8697279,23.7572782,Unknown,attraction,Unknown
Pomnik bitwy pod Stoczkiem,51.9756609,21.9647745,monument,Unknown,Unknown
Pomnik Jana Pawła II,52.7972084,18.2536135,monument,Unknown,Unknown
Samolot PZL TS-11 Iskra,50.3019417,21.4325468,monument,Unknown,Unknown
Ruiny pieca wapienniczego,49.9985386,19.5747564,ruins,attraction,Unknown
Rejs tramwajem wodnym,54.135121,19.4113745,Unknown,attraction,Unknown
potwór,54.1330643,19.4140535,Unknown,attraction,Unknown
potwór,54.1333666,19.4135305,Unknown,attraction,Unknown
potwór,54.1337515,19.4129899,Unknown,attraction,Unknown
potwór,54.1340377,19.4127831,Unknown,attraction,Unknown
dinozaur,54.134241,19.4129178,monument,Unknown,Unknown
