name,latitude,longitude,historic,tourism,amenity
yeti,54.1338663,19.4132163,Unknown,attraction,Unknown
dinozaur,54.1333092,19.4139811,Unknown,attraction,Unknown
ośmiornica,54.1330784,19.4142993,Unknown,attraction,Unknown
Криївка,49.7980807,23.9057888,Unknown,attraction,Unknown
Pomnik upamiętniający miejsce rozstrzelania dziewięciu Polaków przez hitlerowców 14.I.1944r.,50.9384766,21.3898366,monument,Unknown,Unknown
Obelisk Jana III Sobieskiego,50.0734554,19.4440511,monument,Unknown,Unknown
Obelisk Władysława Jagiełły,53.2357124,20.172556,monument,Unknown,Unknown
Церква святого Архистратига Михаїла (фундамент),49.164529,22.758926,ruins,attraction,Unknown
Церква св. Архистратига Михаїла (фундамент),49.152086,22.7923281,ruins,attraction,Unknown
Szyb Zbyszek,50.1737442,19.4722384,Unknown,attraction,Unknown
Żywe Muzeum Ceramiki,51.2549258,15.546694,Unknown,attraction,Unknown
nástup lodí nad Průrvou,50.6876026,14.7644383,Unknown,attraction,Unknown
"Kordon ""Złamana""",50.222195,19.5309439,yes,attraction,Unknown
Grota,50.1529951,19.4497681,monument,Unknown,Unknown
Без вини покарані,49.7775493,23.9651571,monument,Unknown,Unknown
Pomnik ku czci powieszonych przez Niemców dwudziestu dziewięciu obywateli miasta Ostrowca w dniu 30.IX.1942r.,50.9394713,21.3873445,monument,Unknown,Unknown
Dawna Huta Żelaza,51.2358284,20.7559629,Unknown,attraction,Unknown
Pingwin,51.1039969,17.0747821,Unknown,attraction,Unknown
Lekėčių „Didysis šaltinis“,54.9970274,23.5109359,Unknown,attraction,Unknown
Šakių krašto miškininkų atminimo ąžuolynas,54.9731753,23.0613356,Unknown,attraction,Unknown
W 200 rocznicę insurekcji kościuszkowskiej,53.1987917,23.2070997,monument,Unknown,Unknown
Віковий дуб (1000 років),49.4873009,23.9910314,Unknown,attraction,Unknown
Rezervácia ľudovej architektúry,49.3068237,19.485323,Unknown,attraction,Unknown
Pomnik Ofiar Nazizmu oraz Tragedii Górnośląskiej,50.4059571,18.8760559,monument,Unknown,Unknown
Wahadło Foucaulta,50.0569478,19.93868,Unknown,attraction,Unknown
Wassertretstelle,52.5692141,14.0738244,Unknown,attraction,kneipp_water_cure
Park linowy,54.2046865,18.1053965,Unknown,attraction,Unknown
Bunkier Gryfa Pomorskiego,54.2045289,18.1072493,Unknown,attraction,Unknown
Lokomotywa i wagony stalinowskie,54.2046633,18.1086806,locomotive,attraction,Unknown
Kamień pamiątkowy z 1849,50.1344307,19.6231814,monument,Unknown,Unknown
Dom Tkaczy,51.752134,19.4603838,Unknown,attraction,Unknown
Dom Towarzystwa Akcyjnego Ludwika Geyera,51.7681602,19.4568253,Unknown,attraction,Unknown
Богдану Хмельницькому,49.6157589,23.2597905,monument,Unknown,Unknown
Героям Небесної Сотні,49.6155408,23.2596672,monument,Unknown,Unknown
Скульптура Матері Божої,49.6155296,23.2598045,monument,Unknown,Unknown
Пажэжынскі,51.9611123,23.9731421,Unknown,attraction,Unknown
Park miniatur zamków krzyżackich,53.3492464,18.4299427,Unknown,attraction,Unknown
Hybická tiesňava,49.0950339,19.9039083,Unknown,attraction,Unknown
Дуб-патрыярх «Пажэжынскі»,51.8921007,23.9516987,Unknown,attraction,Unknown
Bąkowa Góra,51.1395809,19.8602845,Unknown,attraction,Unknown
Гіганцкі ядловец,52.5738148,23.7726781,Unknown,attraction,Unknown
Борцям за волю України,49.0186757,23.4243783,monument,Unknown,Unknown
Trygław,53.9315461,16.2609806,Unknown,attraction,Unknown
Tiesňava Korbeľka,49.1304918,19.1587191,Unknown,attraction,Unknown
Mariánský sloup,50.5225808,14.9740009,monument,Unknown,Unknown
krąg druidów,50.8292524,15.8138889,Unknown,attraction,Unknown
‎Mariánský sloup,49.8157672,15.4773778,monument,Unknown,Unknown
Żołnierzom P.O.W.,52.1971463,23.2076836,monument,Unknown,Unknown
Krypta,50.5245722,14.9486806,Unknown,attraction,crypt
Figura Matki Boskiej,49.4354968,20.7069093,monument,Unknown,Unknown
Витік р.Дністер,49.2118255,22.9698329,Unknown,attraction,Unknown
Husova lípa,49.588053,18.156044,monument,Unknown,Unknown
Szkoła nad obłokami,49.4489216,20.6527172,monument,Unknown,Unknown
Park Wilczy w Stobnicy,52.7165323,16.6141872,Unknown,attraction,Unknown
Break Free,54.8988871,23.919809,Unknown,attraction,Unknown
Pomnik XXV-lecia PRL,50.782201,16.0333581,monument,Unknown,Unknown
Model Arado E.555.1,50.7794342,16.0299177,Unknown,attraction,Unknown
Wóz opancerzony BRDM-2,50.7799106,16.0306233,Unknown,attraction,Unknown
Armata plot. 37mm wz. 1939 (61-K),50.7796522,16.0302968,cannon,attraction,Unknown
Pomnik przyrody - Dęby w Mielnie,52.6600925,17.6131633,Unknown,attraction,Unknown
Bohaterom walk o polskość i wolność Ziemi Mogileńskiej,52.6539494,17.9542612,monument,Unknown,Unknown
Kamień św. Wojciecha,52.7258322,17.3230574,Unknown,attraction,Unknown
Kamienna kapliczka - 1681 r.,51.2359936,15.6502466,wayside_shrine,attraction,Unknown
Bývalá kasárna Kladno,50.1379755,14.0855001,Unknown,attraction,Unknown
Pomnik 24 Pułku Ułanów,50.9216597,22.2195906,monument,Unknown,Unknown
Братська могила воїнів УПА,49.4713025,23.8503655,monument,Unknown,Unknown
Давньоруське городище княжої доби (IX - XIII ст.),49.4485183,23.3312031,archaeological_site,attraction,Unknown
Dziki Wodospad,50.7686672,15.7277719,Unknown,attraction,Unknown
Zagroda Garncarska,50.6343379,22.2674712,Unknown,attraction,Unknown
Фігура Діви Марії,49.6071046,23.5507128,monument,Unknown,Unknown
Tu trafiony niemiecki czołg 1945 r.,50.7322233,20.684868,Unknown,attraction,Unknown
Sloup Nejsvětější Trojice,50.5607969,15.9133407,monument,Unknown,Unknown
Ławeczka Józefa Szwejka,49.782461,22.768587,memorial,attraction,Unknown
Lipa szerokolistna,51.2049347,18.8931449,Unknown,attraction,Unknown
Pomnik Ery Kosmicznej,51.2075404,17.3797192,monument,Unknown,Unknown
Werners Gartenbahn Löbau,51.1037187,14.6596201,Unknown,attraction,Unknown
Пам’ятна колона,49.6879079,23.5400352,monument,Unknown,Unknown
Бюст Тараса Шевченка,49.6893603,23.5448987,monument,Unknown,Unknown
Ty45-149,50.9725629,18.1994904,locomotive,attraction,Unknown
Błędny Kamień,49.8369319,22.109799,Unknown,attraction,Unknown
Pomnik Chrystusa Króla w Małej,49.9597426,21.5190511,monument,Unknown,Unknown
Krzyż pokutny do XVI w.,50.920876,16.8525368,wayside_cross,attraction,Unknown
Krzyż pokutny,50.8919434,16.8587407,wayside_cross,attraction,Unknown
"Szyb ""Campi""",49.9692993,20.4176298,Unknown,attraction,Unknown
Pomnik walki o kościół 26.06.1959 r.,50.9628675,22.1561376,monument,Unknown,Unknown
Aquazorbing,49.5265812,18.7601201,Unknown,attraction,Unknown
Replika U-Boot-a,54.1807185,21.6507394,Unknown,attraction,Unknown
Čertův kámen,49.6605455,15.3439897,Unknown,attraction,Unknown
N.14,53.7282082,16.6792752,yes,attraction,Unknown
N.18,53.7306859,16.6817489,yes,attraction,Unknown
N.20,53.7343047,16.6845614,yes,attraction,Unknown
Dworek Staropolski Młyńczyńska,50.4831122,21.0509573,Unknown,attraction,Unknown
Grodzisko Dziesławice,51.344455,17.6183073,archaeological_site,attraction,Unknown
Dwór Krzyżowniki,54.3465081,18.5987057,building,attraction,Unknown
Пам'ятник Тверезості,49.4540213,23.3872535,memorial,attraction,Unknown
Степану Бандері,49.0381313,23.5143181,monument,Unknown,Unknown
Jan Rokosz,50.456976,20.7172888,monument,Unknown,Unknown
Kotwica,54.0589553,14.9320802,monument,Unknown,Unknown
Struhalův dub,49.953753,18.1243547,Unknown,attraction,Unknown
Mały Śnieżny Kocioł,50.781526,15.5565411,Unknown,attraction,Unknown
Wielki Śnieżny Kocioł,50.7800989,15.5616841,Unknown,attraction,Unknown
Śnieżne Stawki,50.7828519,15.5631164,Unknown,attraction,Unknown
Pomnik Antoniego Abrahama,54.522032,18.5430157,monument,Unknown,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.116518,20.2639191,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1184637,20.2635617,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1208459,20.2649669,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1210826,20.269947,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1216966,20.2764434,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1230948,20.2840121,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1301797,20.287643,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1372685,20.2996735,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1387116,20.3021839,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1403574,20.3077596,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1426008,20.3484082,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1431071,20.3218299,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1439943,20.3251336,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1440239,20.332086,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1446366,20.3345738,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1466817,20.3394127,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1482638,20.3397456,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1486557,20.3418535,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1524809,20.3555043,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1535891,20.3551731,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1546031,20.3581019,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1546345,20.3502744,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1551154,20.3418369,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.1570179,20.3560971,ruins,attraction,Unknown
"Schron bojowy z 1939, Pozycja Mławska",53.159679,20.3579272,ruins,attraction,Unknown
Rakieta V2,50.6885136,16.4453177,technical_monument,attraction,Unknown
Cmentarz psów,50.613002,22.9688443,memorial,attraction,Unknown
Geografický střed ČR,49.7437509,15.3386472,monument,Unknown,Unknown
Gminny Ośrodek Upowszechniania Kultury im. Anny Dernowskiej w Klanicy,52.7445892,22.9138991,manor,attraction,community_centre
Fig. św. Józefa,53.9208274,17.8615429,monument,Unknown,Unknown
Hasičská zbrojnice,50.5572151,15.1051164,Unknown,attraction,Unknown
Dąb Papieski,51.5188989,16.1246764,Unknown,attraction,Unknown
Mogiła powstańcza 1831,51.2015464,22.0966409,monument,Unknown,Unknown
Sztolnia dawnej kopalni pirytu,50.8494736,15.5447821,mine_shaft,attraction,Unknown
Mariánský sloup,50.436791,15.3516468,monument,Unknown,Unknown
Barometer,50.8542875,14.7038961,Unknown,attraction,Unknown
żeremia i tamy bobrów,50.5239903,23.0079563,Unknown,attraction,Unknown
Expozice báňského záchranářství,49.8689016,18.2651169,Unknown,attraction,Unknown
Expozice pravěkého sídliště,49.8683556,18.2625726,Unknown,attraction,Unknown
Mini ZOO,49.8663941,18.2643261,Unknown,attraction,Unknown
Parní lokomotiva,49.8662001,18.2616373,locomotive,attraction,Unknown
Piec Chlebowy,53.9314997,17.5448509,Unknown,attraction,Unknown
skalní sklípky,50.5371747,14.5434272,Unknown,attraction,Unknown
skalní sklípky,50.5406378,14.5444751,Unknown,attraction,Unknown
Тарасові Шевченку,49.6737463,22.8051408,monument,Unknown,Unknown
Glocke Karlshof,52.7456735,14.2624811,Unknown,attraction,Unknown
Тарасові Шевченку,49.0367658,23.5115989,monument,Unknown,Unknown
Koło wodne kuźni,50.8735443,17.9718442,Unknown,attraction,Unknown
Valečovské skalní světničky,50.509321,15.0282613,Unknown,attraction,Unknown
Pomnik Jana Pawła II,50.7757309,21.0837631,monument,Unknown,Unknown
Tramwaj Konstal 105Na,54.3403722,18.6571198,locomotive,attraction,Unknown
Скеля,49.9220157,23.7914968,Unknown,attraction,Unknown
Studnia z kołowrotem,51.5626908,21.8639366,yes,attraction,Unknown
Stanica Przygody,54.3177238,19.1664045,Unknown,attraction,Unknown
Kaupiškių piliakalnis,54.5413333,22.70175,archaeological_site,attraction,Unknown
Kudirkos Naumiesčio piliakalnis,54.7670556,22.8401944,archaeological_site,attraction,Unknown
Kunigiškių piliakalnis,54.5231944,22.837,archaeological_site,attraction,Unknown
Makieta szybu,50.2021121,19.2696666,Unknown,attraction,Unknown
Неузгоджений витік Сяну,49.0025127,22.8741919,Unknown,attraction,Unknown
Pałac z pocz XIX w ob szkoła,51.8646443,22.9399427,Unknown,attraction,Unknown
Misviečių piliakalnis,54.6082778,22.9367778,archaeological_site,attraction,Unknown
Piliakalnių piliakalnis,54.4656944,23.0476944,archaeological_site,attraction,Unknown
Dzwon,49.9818884,18.2612403,monument,Unknown,Unknown
Piliūnų piliakalnis,54.7025833,23.2559444,archaeological_site,attraction,Unknown
Krkavá skala,49.0467701,19.2873406,Unknown,attraction,Unknown
Rementiškių piliakalnis,54.7490556,23.0080278,archaeological_site,attraction,Unknown
Prawo Wolność Jedność,49.9252812,18.3174399,monument,Unknown,Unknown
Kolekcja Maszyn Rolniczych,49.94025,18.2813341,Unknown,attraction,Unknown
Šakių piliakalnis,54.5505833,22.8087778,archaeological_site,attraction,Unknown
Mánesův pomník,49.6770517,18.5776359,monument,Unknown,Unknown
Sloup se sochou P. Marie Karmelské,49.593276,18.3595621,monument,Unknown,Unknown
Virbalio piliakalnis,54.6063056,22.8054167,archaeological_site,attraction,Unknown
Gloria Victis,50.6933434,20.7547016,monument,Unknown,Unknown
Miejsce upamiętnienia dawnego kościoła i cmentarza,50.6990649,20.7575103,monument,Unknown,Unknown
"Pamięci mieszkańców Skrzelczyc, którzy zginęli w Wiedniu podczas II wojny światowej",50.7181426,20.7215473,monument,Unknown,Unknown
Dolanský vodopád,50.6227446,14.4610742,Unknown,attraction,Unknown
Sousoší Mariánského sloupu,50.1538224,15.4634877,monument,Unknown,Unknown
Cmentarz,53.551876,20.62745,monument,Unknown,Unknown
Lípa,50.0922953,17.022267,monument,Unknown,Unknown
Płyta poświęcona polskim i węgierskim towarzyszom broni,52.1221505,20.7273162,memorial,attraction,Unknown
"Głaz narzutowy ""Rapa Kiwi""",50.0177958,19.9806283,Unknown,attraction,Unknown
Czołg T-34,53.717072,16.6549808,Unknown,attraction,Unknown
Magiczna Górka,53.2358631,16.3386067,Unknown,attraction,Unknown
Pomnik Józefa Piłsudskiego,50.8673267,20.6345866,monument,Unknown,Unknown
Тарасові Шевченку,49.5041014,23.4957105,monument,Unknown,Unknown
Пам'ятний знак січовим стрільцям,49.5087921,23.4519517,monument,Unknown,Unknown
skanzen- Horácká vesnice,49.5166247,16.2471575,Unknown,attraction,Unknown
OKl27-27,54.5319283,18.5051405,locomotive,attraction,Unknown
AN-2,51.1461057,17.1232434,aircraft,attraction,Unknown
TS-11 Iskra,51.1460855,17.1225943,aircraft,attraction,Unknown
výhled na údolí Ploučnice a Králův vrch,50.752987,14.2890963,Unknown,attraction,Unknown
kamenné valy,50.763167,14.3050172,Unknown,attraction,Unknown
výhled přes údolí Labe,50.7612443,14.2929823,Unknown,attraction,Unknown
výhled na Markvartickou kotlinu,50.7767933,14.3138909,Unknown,attraction,Unknown
čedičový útes,50.7946942,14.3540154,Unknown,attraction,Unknown
kráter,50.7644993,14.370072,Unknown,attraction,Unknown
starý lom,50.7616152,14.3674219,Unknown,attraction,Unknown
výhled na Markvartickou kotlinu,50.7654096,14.3259525,Unknown,attraction,Unknown
Кам’яна брила з пам'ятною табличкою про корені роду Франко,49.4702912,23.3863124,monument,attraction,Unknown
Panna a Hastrman,50.6221437,14.4605655,monument,Unknown,Unknown
Kamenný most,50.623749,14.4629153,monument,Unknown,Unknown
Ranczo koniowatych,51.1045575,17.0735509,Unknown,attraction,Unknown
Děčínské Machu Picchu (systém teras),50.6876517,14.2818854,Unknown,attraction,Unknown
výhled na Nový Oldřichov,50.7551539,14.3712773,Unknown,attraction,Unknown
výhled z Bukovinského vrchu,50.7390123,14.3648118,Unknown,attraction,Unknown
výhled na Markvartickou kotlinu,50.7320476,14.3570602,Unknown,attraction,Unknown
MIG-21,51.1458953,17.1226494,aircraft,attraction,Unknown
MIG-21,51.1458376,17.1227082,aircraft,attraction,Unknown
MI-2,51.1454825,17.1230917,aircraft,attraction,Unknown
SZD-43 Orion,51.8426172,16.5651872,aircraft,attraction,Unknown
rozhledna Růženka,50.8440566,14.3012123,Unknown,attraction,Unknown
rozhledna - výhled na Českosaské Švýcarsko,50.8440641,14.3012489,Unknown,attraction,Unknown
Kozia zagroda,53.2408019,19.6174655,Unknown,attraction,Unknown
pás řopíků,50.8373999,14.5245622,Unknown,attraction,Unknown
pás řopíků podél vojenské silnice,50.8418498,14.5501939,Unknown,attraction,Unknown
výhled na Českosaské Švýcarsko,50.8302313,14.4078543,Unknown,attraction,Unknown
PR Líska oplocená průchozí,50.8353394,14.472076,Unknown,attraction,Unknown
Křížová cesta,50.7920174,14.465008,Unknown,attraction,Unknown
akvadukt,50.8034553,14.4478289,Unknown,attraction,Unknown
Stajnia Jurta,53.2687696,19.6913245,Unknown,attraction,Unknown
Jüdisches Ritualbad,53.0549727,14.2841309,Unknown,attraction,Unknown
Pomnik odzyskania Niepodległości,50.7328523,16.653725,monument,Unknown,Unknown
Šance u Skřipele,49.8375225,14.0759009,Unknown,attraction,Unknown
Huta Szkła Artystycznego Barbara,50.3985446,16.5032563,Unknown,attraction,Unknown
120 mm moździerz wz.38,50.7784997,16.0304255,cannon,attraction,Unknown
82 mm moździerz wz.1937 Szawyrina,50.7777969,16.031869,cannon,attraction,Unknown
76mm armata dywizyjna wz.1942 (ZiS-3),50.7786494,16.0301278,cannon,attraction,Unknown
82mm działo bezodrzutowe B-10,50.7791107,16.0297878,cannon,attraction,Unknown
122 mm haubica wz. 1938 (M-30),50.7780426,16.0314442,cannon,attraction,Unknown
85mm armata przeciwpancerna D-44 wz.1944,50.7782449,16.0310646,cannon,attraction,Unknown
"14,5 mm zestaw przeciwlotniczy ZPU-2",50.778375,16.030736,cannon,attraction,Unknown
"14,5 mm zestaw przeciwlotniczy ZU-2",50.7788366,16.0299465,cannon,attraction,Unknown
Skałki Klonowskie,50.9579872,20.8333892,Unknown,attraction,Unknown
Bukowa Góra,50.9580194,20.8331283,Unknown,attraction,Unknown
Třeboňské seníky,49.0161881,14.7681004,Unknown,attraction,Unknown
bývalá vojenská střelnice,49.0328311,14.7725061,Unknown,attraction,Unknown
Skibahnhof,50.8499001,14.676218,Unknown,attraction,Unknown
Skalní kaple Posledního soudu,50.864847,14.377357,memorial,attraction,Unknown
Atomowa Kwatera Dowodzenia,52.3201874,20.8634308,Unknown,attraction,Unknown
Сядзібны дом Горскіх «Свяцк» (пач. XX ст.),53.8484834,23.7009572,manor,attraction,Unknown
Прыдарожны крыж-абярэг (1905),53.7196976,23.7098152,wayside_cross,attraction,Unknown
Сядзібны дом (XIX ст.),53.691573,23.6905648,building,attraction,Unknown
Prienlaukio piliakalnis,54.65375,23.8629722,archaeological_site,attraction,Unknown
