track_name,album_name,release_date,track_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics_url
Blissing Me,Blissing Me,2017-12-13,2RuS3RX75bV7POjTvm6ehX,255750,0.563,0.306,0,-11.576,1,0.0333,0.828,0,0.0789,0.176,106.145,https://genius.com/Bjork-blissing-me-lyrics
Blissing Me - Harp Version,Blissing Me,2017-12-13,53FEYncQx7vcMLI1A3b5Xs,305140,0.598,0.257,9,-11.241,0,0.0272,0.884,5.98e-06,0.256,0.19,105.893,https://genius.com/Bjork-blissing-me-harp-version-lyrics
Blissing Me,Blissing Me,2017-11-15,18pZmxEPXqJgEa67WQpGRz,305703,0.496,0.495,9,-8.623,0,0.0322,0.898,4.47e-05,0.435,0.285,106.003,https://genius.com/Bjork-blissing-me-lyrics
The Gate - Edit,The Gate (Edit),2017-09-15,3z6rHXuUfmBqyy1rBrDbE6,235621,0.206,0.212,2,-9.475,0,0.0371,0.763,0,0.0977,0.0398,79.85,https://genius.com/Bjork-the-gate-edit-lyrics
The Gate,The Gate,2017-04-17,5evV2dZQy9cChqfe4uzCDO,393573,0.277,0.239,2,-9.549,0,0.0343,0.725,0,0.137,0.0391,110.112,https://genius.com/Bjork-the-gate-lyrics
Stonemilker - Patten Rework,Stonemilker (Patten Rework),2015-09-25,6Ihy5sdUtl8gjHDU0F8fhx,204129,0.286,0.331,6,-14.769,0,0.0701,0.0899,0.889,0.111,0.0661,137.889,https://genius.com/Bjork-stonemilker-patten-rework-lyrics
Lionsong,Lionsong (Juliana Huxtable Remix),2015-09-25,4VR5oPRnmAk2kebemIPiEr,424420,0.367,0.874,2,-9.903,1,0.569,0.192,2.1e-05,0.182,0.138,140.02,https://genius.com/Bjork-lionsong-lyrics
Family - Bloom's North Remix,Family (Bloom's North Remix),2015-09-25,3JJgWcZF7vQ2HejL71zdTN,228274,0.366,0.511,1,-4.87,1,0.125,0.0419,0,0.266,0.421,91.504,https://genius.com/Bjork-family-blooms-north-remix-lyrics
Black Lake - Bloom Remix,Black Lake (Bloom Remix),2015-09-25,1tdDauWlc7VR1lvJprahX5,194666,0.538,0.767,10,-3.274,0,0.0964,0.0441,0.00174,0.088,0.212,136.109,https://genius.com/Bjork-black-lake-bloom-remix-lyrics
Mouth Mantra,Mouth Mantra (The Haxan Cloak Remix),2015-06-23,1U0TpsUnUSdR47Xmei94Br,384464,0.258,0.886,5,-4.751,0,0.0892,0.000444,1.09e-05,0.534,0.155,116.836,https://genius.com/Bjork-mouth-mantra-lyrics
