name,latitude,longitude
Unnamed,51.7271434,19.4643109
Stary dąb,50.7307685,17.0913329
Ogrody Magiczne,49.3468909,20.8850188
Džad,49.0047345,21.3813787
Bunkier z II wojny światowej,53.975271,21.9187308
Bunkier z II wojny światowej,53.9772349,21.9230285
Ols,51.7268389,19.3745295
Zabytkowa grota widokowa,54.4007614,18.5612134
Obozowisko,52.3193881,21.13659
Krzyż Milenijny,50.3370955,18.181836
Marvelės kaskados,54.8802961,23.868261
Řízená střela,49.926661,15.5663265
Podzemní pernštejnská vodárna,50.083637,15.7632683
Kartlandas,54.9146557,23.8428367
Unnamed,50.3795459,19.9847581
Kaple,50.6445498,14.274353
Góra piaskowa,53.93399,22.1531566
Unnamed,49.5508926,17.7578706
Unnamed,49.550944,17.7578612
Unnamed,50.0076748,19.4515891
Cmentarz wojenny z I Wojny Światowej w Węglówce,49.7695766,21.7589602
Frühlingsstein,51.051124,14.4448167
Dziadula,49.2193517,20.0557002
Pomník obětem 1. sv. v.,49.2861083,17.2797292
Głazy narzutowe,54.3926581,18.5608649
Aleja Gwiazd w Łodzi,51.7686425,19.4566018
Zabytkowa aleja grabowa,53.468114,17.2720821
v Poludnici,49.018908,19.6332081
Górniczy kamień graniczny,50.1674603,18.8198596
Білий тигр,49.4341249,23.7595832
Кенгуру,49.4337002,23.7600271
Японський журавель,49.434336,23.7600499
Орангутанг,49.4347634,23.759838
Ара,49.4351872,23.759842
Мавпа,49.4346974,23.7594205
Дрібні птахи,49.4350942,23.7592834
"Вівці, кози",49.433926,23.760334
Лемури,49.4337197,23.7601461
Хом'яки,49.4334451,23.7603433
Біла сова,49.4334862,23.760163
Гриф,49.4334672,23.7600321
Крук,49.4345712,23.7598488
Черепахи,49.433387,23.7589137
Велика черепаха,49.4336615,23.7601507
Єноти,49.4350311,23.7596208
Птахи,49.434468,23.7600475
Groty szeptów,54.4105469,18.561625
Tężnia solankowa,50.1746198,23.2270808
Ławeczka Stanisława Mikołajczyka,51.3978536,21.1568797
krokodyl,50.2678707,23.5638754
Lokomotywa,50.0778603,19.5283781
Sky Walk,50.9000861,15.3372852
Domek dla kaczek,51.3374747,16.8174558
Unnamed,49.7171249,18.9972537
"Gródek stożkowaty ""Kotówka"" z XIV-XV w.",50.0480072,18.3484221
Unnamed,50.1596942,15.4482359
Pivní bouda,49.5287546,16.9433994
Vydra malá,49.1072251,15.0323774
Kočka rybářská,49.1071426,15.0324686
Cmentarz ewangelicki,53.9230592,21.8885988
Kamień Wisielczy,50.2799192,17.3629484
Hydroterapia,50.3063827,17.3822445
Hotel Burdż al-Arab,50.896021,20.8565059
Tadż Mahal,50.8956768,20.8563141
Statuta Wolności,50.8963738,20.8561841
World Trade Center,50.8964275,20.8563812
Biały Dom,50.8965328,20.8562954
Big Ben,50.8968695,20.8568318
Wodospad Niagara,50.8976675,20.8567078
Łuk Triumfalny w Paryżu,50.8970939,20.8566204
Wieża Eiffla,50.8972129,20.8568761
Opera w Sydney,50.8979027,20.8566514
Krzywa Wieża w Pizie,50.8980184,20.8567059
Koloseum,50.8977394,20.8569813
Most Rialto w Wenecji,50.8981205,20.8568144
Bazylika św. Piotra,50.8986601,20.8574413
Plac św. Piotra,50.8985045,20.8574045
Mur Chiński,50.895264,20.8557764
Wulkan Fuji,50.8952767,20.8562726
Pomnik Waszyngtona,50.8964934,20.85623
Mount Rushmore,50.8962656,20.8564338
Unnamed,50.8943715,20.8560155
Świątynia Lotosu w Delhi,50.8957583,20.8559351
Baptysterium San Giovanni,50.8979785,20.8568463
Unnamed,50.8978745,20.8571166
Unnamed,50.8975351,20.8569933
Cerkiew Wasyla Błogosławionego w Moskwie,50.8971405,20.856491
Katedra Notre Dame,50.8971056,20.8567645
Katedra w Kolonii,50.8969725,20.8564284
Unnamed,50.8969973,20.8562443
Zamek Neuschwanstein,50.8968891,20.8566036
Brama Torii w Tokio,50.896773,20.8563409
Palma w Dubaju,50.896092,20.8561317
Piramida Kukulkana,50.8946534,20.8558207
Piramida Majów,50.8946449,20.855633
Sfinks w Gizie,50.8946816,20.8560289
Katedra Matki Bożej z Aparecidy w Brasílii,50.8950114,20.8559226
Partenon w Atenach,50.8949787,20.8561728
Pomnik Chrystusa w Rio,50.894871,20.8558082
Piramida Cheopsa w Gizie,50.8946196,20.8561773
Pomnik Tadeusza Wendy,54.5208314,18.5535519
Tupolev Tu-134A,51.7661163,14.2968112
Unnamed,51.7661598,14.2962503
Unnamed,51.7666851,14.2957971
Unnamed,51.7667278,14.2961538
Unnamed,51.7666655,14.2955095
Unnamed,51.766049,14.2947308
Kamienny Krąg,50.935827,15.9694724
hotel Pod širákem,49.1847662,18.1053588
Військовий меморіал,49.9039708,23.9615401
Dąb zabytkowy Grzegorz,51.0468616,15.6768366
Let L-610,49.0732818,17.422002
Sztolnia Górnicza Wodzisław,50.0071136,18.4562231
Lokomotywa Ty2-860,53.392458,19.1598313
Ruiny wapiennika,50.9881784,15.6378146
Obrove ceruzky,49.0720757,19.2644205
Piętrowy grzyb i zamek,50.4615624,16.4112907
Głowa lamy,50.4622232,16.410331
Grzyby Bliźniaki,50.4643959,16.4095781
Unnamed,52.9001807,18.7179914
Rów przeciwczołgowy z II WŚ,52.9027901,18.7181817
Parowóz,50.4590983,16.4208317
Skalny mur,50.4575654,16.4246492
Villa Porr,54.7288398,19.9896794
Lačnovská gravitačná anomália,49.0644922,20.9333394
Kapliczka szwedzka,50.4648036,16.4675872
Lesní bar,50.3445081,16.9362655
Apollo 11 - přistávací modul,50.1052775,14.4274023
"Заводь, лагуна.",49.052862,23.6573976
Jerzy Popiełuszko 1947-1984,50.8693158,20.6293699
Unnamed,50.0036943,18.4623277
I love Hel - ławka,54.628041,18.8184496
Unnamed,52.7231927,19.0096348
Pomnik Tadeusza Kościuszki,49.7429397,21.4717142
Tama,53.0105963,23.0404182
Leśna Klasa Pająk,52.5116151,16.9341795
"Ruina domu, dawny adres Kobelwiese nr 246",50.8354399,15.3704208
Kamenné dvojkreslo,49.169543,18.6936128
Latarnia,50.8872768,17.850018
Kaktusová stráň,50.1332207,14.8033318
Unnamed,49.7674506,21.3681016
1863 m. sukilimo Statiškės mūšio vieta,54.2572,23.8176
Abyssus,49.9999325,19.3999379
FABLOK 2D,50.1788299,19.4553955
Dom Władysława Reymonta,51.9052731,19.9535304
Skalna Czaszka,50.4493213,16.3572561
Baszta Rycerska,50.0061742,18.4847301
Skalný pilier,49.2885935,20.5015433
Unnamed,52.7232752,17.6515463
Pałac Dietrichsteinów wraz z Parkiem Zamkowym,50.002128,18.4653011
Ośrodek Rekreacyjny Balaton,50.0001377,18.4923766
Kalwaria Pszowska,50.051093,18.3948314
zvonice,50.8136022,14.5425626
Takas per Petroškų mišką,54.1233582,23.6377828
Kolonia Emma,50.0441658,18.488176
Pomnik Pamięci Pomordowanych w Czasie II Wojny Światowej,51.1390411,22.8485324
Zabytkowy XV w. kościół drewniany w Łaziskach,49.935281,18.4470974
Napis Zakopane,49.2965585,19.9559025
Героям Другої світової війни,49.5065813,22.7625494
Воїнам УПА,49.5083721,22.7695432
Ofiarom krwawej okupacji hitlerowskiej mieszkańcom Szarajówka wymordowanym 18 V 1943r.,50.3689927,22.8506164
válka 1866,50.2754186,15.7397926
válka 1866,50.2755523,15.7396048
svatý Jan Nepomucký,50.2783018,15.7332104
Galeria Figur Stalowych,49.2927457,19.956222
Zabytkowy wóz strażacki,54.0597175,15.2623081
Kajaki Ruda Żurawiecka,50.3632017,23.5420572
MiG-21,52.176871,20.978246
Rodzinny Park Rozrywki Trzy Wzgórza,50.0090583,18.4531165
EKIPA Light Explorers,50.0007758,19.4009843
Tomasz Kukia,51.0277548,18.4228568
Zabytkowa drewniana kaplica w Bukowie,49.9990729,18.2887885
Drewniany kościół św. Anny,49.9117136,18.5004628
Kosmiczny Labirynt Mielno - UFO ląduje w polu kukurydzy w Niegoszczy,54.2409549,16.0042504
Domy Kargula i Pawlaka,51.0959594,17.1927109
Zauberschloß,51.2960106,15.0178567
Wasserbett,51.2962645,15.0175913
Labyrinth,51.2959173,15.0171179
Dzwonnica,50.677179,21.7495626
Medvedia lavička,49.1318044,19.3996276
Lavička Tadeáša Salvu,49.1334688,19.3943768
Lavička Jožka Piťa,49.1375801,19.3957558
14. Längengrad,53.0158797,14.0000169
Stajnia - Lubiatówka,54.8141865,17.8571144
Galerie Tiere und Pflanzen,51.3247834,14.3458348
Skałka,50.0663443,18.4298178
Sanktuarium Studzienka,50.0351055,18.5361429
Białowieskie Drezyny,52.6990286,23.849315
Unnamed,49.6889444,20.4365895
"TKt48-116, ""Lokomotywa Zagubin""",52.8717855,18.7160907
Unnamed,53.041411,18.4768869
Łąka pełnikowa,53.8218154,17.192323
Ujście Krzny do Bugu,52.1328003,23.521294
Geodezyjne serce Polski,52.1910972,19.3554056
Gospodarstwo agroturystyczne,54.1931273,20.6725827
Rampa Pawła Jumpera,53.1977014,18.3732863
Kamienny Krąg w Jeziorach Małych,52.1617724,17.1400816
Lokomotywa EU40,52.2552202,21.106335
Якорь,54.9457495,20.1474364
Tężnie solankowe,54.1143661,20.5809374
"Tuba, dźwięki natury",52.2809816,23.1680598
Unnamed,50.2214006,23.4039211
Pomnik buskich kolarzy,50.4608981,20.7183568
Lokomotywa parowa TKt48-53,53.5834115,19.5712627
Лядоўня (19 ст),52.348906,23.3456873
Стайня (19 ст),52.3491406,23.344314
Свіран (19 ст.),52.3495548,23.3426703
Месца бровара 19 ст.,52.3489519,23.3454748
Stary wapiennik,50.3069945,19.5527664
Сядзібны дом Пузынаў (19 ст.),52.2842769,23.345454
"zahrada plná malovaných ""úlů""",50.2685291,15.9462573
Progi skalne na Hoczewce,49.4227796,22.3281492
Żołnierzom poległym w czasie wojny polsko-bolszewickiej 1919-1920,51.8347779,16.5831684
Unnamed,52.1972134,23.2074342
Fajka,49.7820743,22.7734347
Советская мозайка,54.4449144,21.0097047
"33. Bateria ""Grecka""",54.6393784,18.8015569
Гріб Господній,49.277683,23.5089813
17 południk,51.113624,17.0334666
Unnamed,51.650261,17.8292968
Podziemny schron przeciwlotniczy,49.784013,22.770522
aleja megalitów,53.5183905,16.2236237
Kopalnia Psi Grzbiet,50.9284353,15.3869284
Ujście Orzechowej,54.5987556,16.9153908
Balon Widokowy,50.0459499,19.9359874
Svätojakubská cesta - Mesto Sabinov,49.1032842,21.0894739
Położona Sosna,54.5957798,16.9294062
Slovenský orloj,49.3460941,18.9368339
Warszawa Chopina,52.2145226,21.0270817
Lokomotywa,53.207826,18.1041831
Linia 102,49.7826997,22.7820954
Pomnik pomordowanych Romów w czasie II wojny światowej,51.6198409,22.0864775
Unseren Gefalled Kameraden 1914-1918,54.3532749,21.3199061
Herb Aleksandrowa,51.26643,19.9780661
Unnamed,49.715042,21.3429219
Samolot PZL I-22 Iryda,50.3285972,21.4608346
Samolot Lim-5,50.3254131,21.4604813
Ścieżka przyrodnicza Bracholińska Ostoja,52.8145437,17.2938016
Jašinsko liepa,54.5221479,22.8287879
"Pomnik przyrody ""Odsłonięcie geologiczne""",50.9694638,20.6903585
Ślady tetrapoda,50.9685846,20.6921316
Anioł Selfie,50.9711307,20.6901946
Unnamed,49.2196259,20.02299
Kačių kiemelis,54.5563955,23.3509342
Góra Cmentarna,51.3188254,16.2997193
Medvědi,49.6326926,17.3409593
Surikaty,49.6350378,17.3413294
Tygři,49.2310133,16.5322601
Mary,49.2311786,16.532838
Nosáli,49.2309316,16.5330575
Surikaty,49.2315628,16.5327913
Medvědi kamčatští,49.2319867,16.5321515
Rosomáci,49.2316055,16.5321095
Kozorožci,49.2321117,16.5331322
Lamy Alpaky,49.2326362,16.5333144
Klokani,49.2337862,16.5334948
Pandy červené,49.2336608,16.5330342
Zebry,49.2342243,16.5337269
Velbloudi,49.234289,16.5342017
Takini,49.2346976,16.5328147
Jaci,49.2348562,16.5352104
Bizoni,49.2352374,16.53564
Koně Převalského,49.2351123,16.5343184
Dětská zoo,49.2355118,16.5342857
Lvi,49.235649,16.5351403
"Žirafy, zebry, antilopy",49.2368718,16.5346126
Plameňáci,49.2364699,16.5343382
Sobi,49.2343781,16.5315154
Dželady,49.2350916,16.5312912
Losi,49.2335944,16.5320805
Jeleni,49.2340152,16.5310064
Vlci arktičtí,49.2332498,16.5314267
Mývalové,49.2327771,16.5311231
Bobři,49.2330699,16.5312305
Orli bělohlaví,49.2337042,16.5305861
Lední medvědi,49.2345671,16.5304319
Orli východní,49.2344634,16.5306748
Losi,49.634614,17.335092
zubři,49.6342571,17.3355637
Kozorozi Kavkazští,49.6353852,17.3354516
Papoušci,49.6347425,17.3365251
Malé šelmy,49.6343418,17.3370301
Vlci,49.6335251,17.338319
Netopýři,49.6324181,17.3414619
Tapýři a kapybary,49.2324814,16.5346371
Fragment murów obronnych,49.6922425,21.7643101
Lamy Vikuně,49.2331277,16.5334818
Kiangové,49.2348964,16.533476
Unnamed,49.3028902,17.0235816
Unnamed,49.3029773,17.0233677
Unnamed,49.3029016,17.0232954
Jezus,52.8665909,17.9464105
velbloudi,49.2724784,16.996963
buvoli,49.2724206,16.9972232
pštrosi,49.2727391,16.9978777
lemuři,49.2729019,16.9978052
koně,49.2733762,16.9994816
osli,49.2730612,16.9992858
"babiččin dvorek - ovce, kozy, prasata",49.2731749,16.9982719
slepice,49.2732554,16.9990391
krocani,49.2735757,16.9992966
lamy,49.2731102,16.9973895
skot,49.2736457,16.9982827
jednohrbí velbvloudi,49.2725274,16.9977409
Pomník míru,49.0398061,17.2576182
Makieta Wielunia,51.220128,18.5704411
Pluteja,49.8333893,20.6774831
Onager,49.8332865,20.677457
Dźwig do oblewania smołą,49.8333742,20.6775873
Kusza wałowa,49.8333475,20.6774188
Hak niszczycielski,49.8333149,20.6776892
Falkonet mały na lawecie,49.8331376,20.6774571
Moździerz regimentowy,49.8330937,20.6774057
Armata oblężnicza na lawecie,49.833257,20.6771476
Taran,49.8330301,20.6768516
Trebusz,49.8330588,20.676804
Winieja,49.8331467,20.6767564
Perriere,49.8332242,20.6768094
Unnamed,52.2266619,21.0308311
Výhled na Alpy od Bobra,49.3472088,15.9414184
Bobrovo křeslo,49.3471515,15.9406819
Kissing Point,49.0699937,20.9265942
Pozostalości skoczni narciarskiej,52.18489,21.0290517
Kurynės dendrologinis parkas,54.9419391,22.7574663
Pomnik Orła Białego,50.465278,17.0094288
Unnamed,52.0861156,20.3837522
Armata,49.42205,20.3189508
Pomnik Matki Bożej,50.0472678,21.9787656
Jezus w Koronie,50.0475399,21.978629
Szachownica,52.0702597,20.4339574
Szachownica,52.0701822,20.4337495
Unnamed,49.2097682,20.9322848
kníže Svatopluk,49.4038181,18.0338232
Ruiny Kaplicy Młockich z XIX wieku,51.5716268,20.8921799
Grusza Walentego Ciechowskiego,52.1992992,21.0207844
Nieukończony aquapark,50.3212981,18.7461524
Ul i barć,50.2969705,18.7625948
Niemiecki schron kolejowy z czasów II wojny światowej,50.02628,20.0030533
Dzikie Wybrzeże w Kaleniu,51.4002312,20.8359353
Budka Nietelefoniczna,50.7760129,15.7601885
Ogrody Laborantów,50.7786056,15.7577057
Rétnik,54.4509373,17.9347178
Памятный знак уланам 12-го Инстербургского Литовского полка,54.6396363,21.8074442
Monument poświęcony pomordowanym przez hitlerowskich najeźdźców w latach 1939-1945.,50.8406155,20.6001954
Biuro Senatora Pawła Kozioła,52.0675513,21.8466186
Apteka Więcławskiego,52.0656689,21.8498251
Szklarnia ks. Kozioła,52.0649912,21.8470031
Stara szkoła podstawowa,52.0654768,21.848084
Dom Wezółów i przychodnia,52.0668849,21.8488967
Nowy dom Witebskiego,52.0788914,21.8532172
Dom Pietrka i Joli,52.0599091,21.8505267
Dom Babki Zielarki,52.0696339,21.8588677
Stary dom Hadziuków,52.0708715,21.8414762
Dom Koziołów,52.0169466,21.8200946
Pomnik Pamięci,50.9024815,18.9371235
menhir,49.930466,15.2475582
Góra Kalwaria,51.9766539,21.21611
Vláčik AlDenťáčik,49.0082031,21.2295803
zahradní orloj,49.9661891,14.4246256
Будынак школы 1920-х гг.,52.2713219,23.7684059
Żółw czerwonolicy,54.4128698,18.5339443
Małe Zoo,54.4132045,18.5343079
Wikunia andyjska,54.4108842,18.537759
Czerwonak różowy,54.4157327,18.5327355
Gibboniec białolicy,54.4147308,18.5351778
Gibboniec żółtolicy,54.4146921,18.5349806
Binturong orientalny,54.4142142,18.5344036
Aguti oliwkowy,54.4142562,18.5336477
Mundżak chiński,54.4142937,18.5314356
Kangur rdzawoszyi,54.4140588,18.5335028
Żółw promienisty,54.4103641,18.5341392
Żółw pustynny,54.410421,18.5340521
Zabytkowy zbiornik,51.7671645,19.4690047
Łoś,54.4139981,18.5296339
Anoa nizinny,54.4144189,18.5297136
Szympans zwyczajny,54.4144777,18.5301628
Orangutan borneański,54.4143546,18.5306073
Lutung jawajski,54.414071,18.5315604
Tygrys amurski,54.4180017,18.5344696
Jak zwyczajny,54.4177472,18.5356817
Takin miszmi,54.4169028,18.5347453
Żubr europejski,54.4172327,18.5348047
Wół domowy,54.4162978,18.5357007
Pandka ruda,54.4160253,18.5366633
Lama andyjska,54.4165301,18.5372171
Alpaka,54.4160322,18.5370508
Sambar kropkowany,54.4146574,18.529489
Dzik euroazjatycki,54.415385,18.5307641
Přírodní bludiště „U Lípy“,49.1544146,15.2020458
Strefa Grillowa,52.0778842,20.5791481
Wielbłąd dwugarbny,54.4151526,18.5364993
Urson amerykański,54.4151485,18.5323661
Bernikla kanadyjska,54.4148822,18.5328129
Sowa śnieżna,54.4147882,18.531798
Kot pustynny,54.4139998,18.5337487
Lotnisko Modelarskie Izdebno,52.1224709,20.5255238
Střed průsečíků extrémních bodů ČR,50.0665743,14.3224442
Співоче поле,49.0686792,23.8587269
Likavská hojdačka #treeswing,49.1071443,19.3263721
Unnamed,50.0968473,22.7465311
Tron Liczyrzepy,50.4848562,16.3410158
Cichy Memoriał - Mural na stodole,49.5292645,22.2994196
Pomnik 5. Pułku Strzelców Konnych,50.0167177,20.9924554
Krzyż pokutny,50.507644,16.794008
Płazy,50.6554773,17.9260853
Wilk grzywiasty,50.6556125,17.9238603
Żyrafiarnia,50.6510164,17.9281337
Zawisza Czarny,50.7718533,21.7681922
Mini zoo,50.6516274,17.9286084
Unnamed,53.8503733,15.2388326
Unnamed,49.2023373,16.6348277
Lombard na Cichej,51.0954477,16.9433624
Madočanská hojdačka,49.1083875,19.3993288
Unnamed,50.0670563,21.9711547
Zielony Stawek,50.8171907,15.970951
Weg zur Wildnis,50.9073838,14.2531466
Figura Chrystusa,50.7112308,22.4138439
Falkenhagen Bunker,52.4296181,14.3557996
Mikołaj Kopernik,51.7322421,19.4549588
Paštuvos piliakalnis,54.9950841,23.6011648
Kamenná mlíčnice,49.2964709,15.2134983
Vinohradní bar,49.2172344,16.834276
rekonstrukcja obozowiska neandertalskiego,50.1966879,19.8319033
Punkt główny niwelacji precyzyjnej Barcza,50.9551756,20.7225895
Морская веха вмм,54.7065266,20.4973849
Морской ледовый буй Н-2,54.7065181,20.4973841
Буй автономной буйковой станции АБС ГМ-2000,54.7065265,20.497237
Unnamed,54.707049,20.493328
Unnamed,54.7070659,20.4932987
Двухрубный торпедный аппарат ДТА-53,54.7070926,20.4935794
Противолодочная самонаводящаяся торпеда СЭТ-65,54.7070868,20.4935809
Противолодочная самонаводящаяся торпеда СЭТ-40,54.70708,20.4935827
Автоматическая зенитная пушка 70-К,54.7070966,20.4937025
Спаренная автоматическая артиллерийская установка 2М-3М,54.7071011,20.4937534
Спаренная автоматическая артиллерийская установка АК-230,54.7071049,20.4937954
Гребной винт,54.7071388,20.4940996
Реактивная бомбометная установка РБУ-6000,54.7071113,20.4938673
Реактивные глубинные бомбы,54.7071145,20.4939116
Буксируемый акустический трал (БАТ),54.7071247,20.494041
Гидроакустическая станция МГС-407,54.707119,20.4939724
Ограждение рубки подвоной лодки проекта 613,54.7070857,20.4940277
"Сверхмалая подводная лодка ""Тритон-м"" проекта 907",54.7069994,20.4938618
Гребные винты подводной лодки Б-413,54.7068948,20.4938894
Якорная контактная мина,54.7068665,20.4939846
Якорная контактная мина,54.7068665,20.4940133
Якорная контактная противодесантная мина,54.7068665,20.4940509
Авиационная якорная акустико-индукционная мина амд-500,54.7068678,20.494093
"Авиационная якорная акустико-индукционная мина ""Лира""",54.7068678,20.4941284
Международная морская миля,54.7067335,20.4941748
Знак навигационный светящийся,54.7067093,20.4961263
Буй озерно-речной,54.7067057,20.4961833
Буй озерно-речной,54.7067022,20.4962402
Буй АБС ГМ-4000,54.7066987,20.4962972
Буй навигационный светащий,54.7066952,20.4963542
"Спускаемый аппарат ""Союз-ТМ""",54.7065472,20.4970191
Закрытая спасательная шлюпка,54.7066816,20.4966129
Малый гидрографический катер МГК-522,54.706688,20.4965233
"Весы ""Хронос""",54.7066858,20.4971798
Модель солнечной системы,54.7066618,20.4984082
Звездный зонтик,54.7066118,20.4984029
"Станок-качалка CR-3-1,2-630",54.7065363,20.498891
Unnamed,54.7064704,20.4992048
Переговорный трубопровод,54.7064867,20.4992384
"Альтернативная энергетическая химическая установка гоа ""Мир""",54.7064425,20.5003971
Подводный обитаемый аппарат Pisces VII,54.7064503,20.5004494
Маяк «Ирбенский»,54.7060835,20.5034403
Unnamed,50.2395125,15.4771969
Mariánský sloup,50.2921864,16.1603841
Unnamed,53.6545195,21.4294721
św. Jan Paweł II,52.1954256,20.874461
Unnamed,53.6644588,17.3676351
Unnamed,53.664987,17.3657118
Unnamed,53.6649759,17.3671543
Lokomotywa Ty2-14,54.3331287,18.2052235
Nekonečno,49.3142021,15.3944092
Dawne skrzyżowanie linii kolejowych 159 i 169,50.1440216,18.7628912
Rekonstrukcja średniowiecznego grodziska słowiańskiego,53.3056954,16.0414803
Unnamed,49.6223086,20.703897
Pijalnia wód mineralnych w Szczawie,49.6032287,20.2976443
Železný sloup,49.6596644,16.0335192
Cmentarz Miłków,50.1940569,22.896211
Zabytkowa willa z parkiem,51.6685597,19.312238
Mamut w Szczytnej,50.4150256,16.4471836
Pomnik 700-lecia Czernikowa,52.9401017,18.9367831
Pomnik Semena,50.921498,23.5284235
Unnamed,49.6168973,20.7355731
Grób Bordynowskiej Pani,50.0302781,18.327092
LS63,50.0361131,19.6608135
Unnamed,50.2123963,23.4350072
Unnamed,50.3120676,23.4546586
Unnamed,50.3116032,23.4519253
Unnamed,50.3089438,23.4527738
Unnamed,49.8197044,18.1389762
Pirátská loď,49.8182646,18.1389876
Rýžování zlata,49.8184818,18.138928
Pomnik Żołnierzy Armii Krajowej,51.5117322,21.120619
Święty Maksymilian Maria Kolbe,49.9932442,20.9473096
Fisia górka,51.6057978,16.8643363
MRU Pętla Boryszyńska,52.3549792,15.467667
малыш Хомлин,54.7220305,20.4746485
Мама Хомлин,54.7223257,20.5143695
Ptačí rezervace Malá Lipová,49.4752356,17.4069856
Bachledova dolina,49.2847471,20.3139541
Unnamed,53.0093329,18.6085184
Pomnik Martyrologii Dzieci,51.7924692,19.4716585
Monciak,54.4434064,18.5643936
Unnamed,50.3121661,15.9520054
Światowid,54.1661258,17.4850324
Czarna Perla,54.3524877,18.6581474
Widokówki Rząśnik-Majdan,52.8324383,21.6972767
Wioska Kozaków,50.2389199,23.1439085
pozůstatky pontonové lávky,50.2053233,15.8274265
Pomnik Łukasza Cieplińskiego,50.0370953,21.997742
StuG IV,51.0872709,20.850694
Pomnik Niepodległości,52.1685334,17.9029275
Fotoplastykon,51.3999034,21.1574695
Betonowa podstawa stanowiska niemieckich stacjonarnych baterii przeciwlotniczych z czasów II WŚ.,50.2657141,18.6580776
Pt47-14,53.3462648,15.0225307
Houpačka,50.1538708,16.8174525
Makieta Zamku w Olsztynie,50.7495401,19.2689488
Koła Piastowskie,53.9703126,14.7695673
Unnamed,52.7553943,22.2113643
Grodzisko,52.110256,23.2472629
Unnamed,52.8758683,20.6171848
Kombajn górniczy,50.0660418,19.9183322
Plenerowy układ słoneczny - modele planet,51.6179936,15.3239256
Dwa Stawy,50.7756396,16.2188647
"Plan filmowy serialu ,,Barbarzyńcy''",50.1063744,19.5446996
Dětská tramvaj v ZOO Praha,50.1159148,14.4064957
Historický lis na víno,49.0104106,16.6602752
Unnamed,52.8870379,20.6106149
Pomnik Żołnierzy Niezłomnych,50.2971192,21.4441156
Teufelstein,51.695437,14.3135571
Ogród,52.4135225,16.9268984
Zipline Kubínska,49.2502716,19.2654682
Zipline Kubínska,49.2605494,19.2605782
I love Kubínska,49.2612203,19.2607257
Utzův mechanický betlém,50.3737184,16.310809
mlynské koleso,49.1141104,21.224328
Karpacz Żółwik,50.779084,15.7303211
Centrum Aktywnej Rekreacji Pod Śnieżką,50.7815296,15.7398701
pomník padlých v I. světové válce,50.2413763,15.5420119
Belanská skalka,49.0436034,19.3065727
Przystań kajakowa,52.6664629,22.322562
Domek Karpiowy,51.6105628,15.3298849
Pod Cisami,51.6110577,15.3261294
Pokazowe nawierzchnie historyczne,51.6144924,15.3241236
Unnamed,51.7157194,14.7084354
Parní válec,49.1560895,17.0289071
Kaplica Oświęcimów,49.6936217,21.7665015
Grodzisko,50.0084438,18.4839696
Ciechan,52.8768649,20.6122742
Cmentarz żydowski w Żyrardowie,52.0608381,20.4559553
Unnamed,50.460819,19.7853998
Pomnik Wolności,51.3044668,17.065768
Unnamed,51.5306895,20.0095452
7 Gänse,51.5195249,14.0009418
14. Längengrad,51.5195547,14.0000353
"PZL-130 ""Orlik""",52.231967,21.0263783
Parowóz TKi3-120,51.6502726,17.8054229
Wieża wsadu wielkiego pieca w Porębie,50.4889705,19.3396655
Przejazd drogą będącą częścią biegu strumienia,50.4251424,18.183021
Kolejka Wąskotorowa,51.5247942,21.5200268
Podziemna Trasa Turystyczna,50.8432385,16.2923203
"Kopalnia Niklu, Chryzoprazu i Opalu",50.6457426,16.8277422
Pomnik Świętego Marka,51.5315177,20.3693118
Dampflokomotive 52 8056-5,51.1729167,14.4262625
Zámecký holubník,50.6269567,15.0893576
"XIX w. spichlerz ""Wacek""",53.0986422,17.1209777
Ptasi Raj,54.2432301,19.3923272
Punkt Widokowy Kosmata Góra,53.1975876,23.8008294
Unnamed,51.4719183,16.9081984
Místo zřícení letounu Albatros L-39C,50.0938216,16.0325496
Kolejka Carska,51.5428552,20.1365539
WLs typ Bd,52.2260118,20.9860629
Kładka na łopacie turbiny wiatrowej,51.5664787,15.544115
Zespół dworsko-parkowy w Kuźnicach,49.2706664,19.9814759
Paintball na Sowiej,52.3423548,21.9897687
"Wóz Strażacki ""Kaśka""",51.7826259,21.1884959
Unnamed,49.1289733,17.2775968
Unnamed,51.5885408,21.5541838
Unnamed,51.5883796,21.5544664
Unnamed,51.5886457,21.5548947
Unnamed,51.588808,21.5546228
Wiszący pomost,51.5555515,15.5423911
Czereśniowa aleja,51.5760405,15.6365686
Unnamed,49.846954,19.2372312
Totem,49.5664994,15.8769602
"Zabytkowy Parowóz ,,Ryś""",51.5771622,21.8352533
"Ziemianka, w której ukrywali się żołnierze w 1945r",51.2868142,23.3950826
Jagdpanzer 38,52.2312818,21.0263537
SD.KFZ. 251/1 AUSF. D,52.2313291,21.0263793
ZSU-57-2,52.2314427,21.0270311
BAW,52.231609,21.0269872
BRDM-2,52.2315599,21.0269254
SKOT-2A,52.2315173,21.0268618
TOPAS-2AP,52.2314922,21.0268131
SU-76M,52.2314605,21.0267637
"2S1 ""Goździk""",52.231438,21.0267085
AnimalWorld  Mini ZOO,50.2649433,18.7585274
Unnamed,50.3821842,18.2401846
Pomník obětem 2. sv. v.,49.1040562,17.6195706
Památník obětem první světové války,49.4439737,17.6412387
Unnamed,50.4409889,18.8398405
Pomnik,51.0993147,17.4598954
Herb Medyki,49.807718,22.9316184
